Date,삼성전자,삼성전자우,괴리율
2016-12-16,28011.486328125,21158.041015625,24.46655358526542
2016-12-19,28042.732421875,21307.046875,24.019362469902415
2016-12-20,28308.31640625,21426.24609375,24.311125443618945
2016-12-21,28198.953125,21336.84375,24.334624567733844
2016-12-22,28261.451171875,21128.23828125,25.240080020108003
2016-12-23,27839.638671875,20800.4375,25.28481513298646
2016-12-26,28089.603515625,20994.1484375,25.260075579842606
2016-12-27,28105.224609375,21277.2421875,24.294352800145937
2016-12-28,28367.00390625,21635.0390625,23.73167383484856
2016-12-29,28589.119140625,21771.78125,23.84591794203829
2017-01-02,28636.701171875,21878.134765625,23.601064821278364
2017-01-03,28938.15234375,21862.935546875,24.449442081961706
2017-01-04,28684.296875,21878.134765625,23.727833173093945
2017-01-05,28208.345703125,21483.111328125,23.84129309027491
2017-01-06,28716.03515625,21741.3984375,24.288299832478724
2017-01-09,29525.162109375,22364.3125,24.253379483058776
2017-01-10,29541.025390625,22440.28125,24.036891227473976
2017-01-11,30366.009765625,23351.869140625,23.098657608087063
2017-01-12,30778.509765625,23351.869140625,24.12930541976548
2017-01-13,29715.544921875,22577.0234375,24.022852359406006
2017-01-16,29080.927734375,22273.16015625,23.40973314299703
2017-01-17,29318.908203125,22425.0859375,23.513229816962323
2017-01-18,29303.05078125,22379.5078125,23.62737934843335
2017-01-19,29731.41015625,22546.634765625,24.16560584535426
2017-01-20,29509.2890625,22349.125,24.264102219931278
2017-01-23,30191.498046875,22911.271484375,24.11349894330118
2017-01-24,30270.82421875,23123.974609375,23.609696114412973
2017-01-25,31254.466796875,24035.56640625,23.097179796862786
2017-01-26,31651.09765625,24536.931640625,22.476838221818184
2017-01-31,31302.06640625,23868.43359375,23.748057767252536
2017-02-01,31032.353515625,23777.279296875,23.379065384444726
2017-02-02,31222.740234375,23914.015625,23.408338135960225
2017-02-03,31302.06640625,23792.466796875,23.990747166377417
2017-02-06,31381.390625,23959.58984375,23.65032470975782
2017-02-07,30794.376953125,23701.310546875,23.03364155425849
2017-02-08,30461.197265625,23534.18359375,22.74045111054131
2017-02-09,30461.197265625,23640.5390625,22.391300458902215
2017-02-10,30429.466796875,23351.869140625,23.259026204747187
2017-02-13,30112.173828125,23139.169921875,23.156760272608288
2017-02-14,29810.734375,23078.390625,22.58362261496619
2017-02-15,29921.796875,23002.43359375,23.12482539118901
2017-02-16,30159.771484375,23139.169921875,23.27803301207767
2017-02-17,30032.845703125,22896.076171875,23.763214454590962
2017-02-20,30667.455078125,23351.869140625,23.854558256834896
2017-02-21,30889.576171875,23518.994140625,23.86106559131402
2017-02-22,31175.1484375,23686.1171875,24.02243974880833
2017-02-23,31079.958984375,23625.34375,23.98528015472189
2017-02-24,30318.416015625,22759.333984375,24.932311857434524
2017-02-27,30191.498046875,22622.6015625,25.069628782989213
2017-02-28,30492.939453125,22728.9453125,25.46161268761948
2017-03-02,31508.31640625,23807.666015625,24.440056686422942
2017-03-03,31428.98828125,23473.41015625,25.312867387927223
2017-03-06,31793.880859375,23701.310546875,25.453232174749623
2017-03-07,31889.0703125,23655.732421875,25.81868273343066
2017-03-08,31889.0703125,23594.958984375,26.009260373055916
2017-03-09,31889.0703125,23397.44921875,26.62862545234322
2017-03-10,31873.216796875,23549.384765625,26.11544383579792
2017-03-13,32206.37109375,23974.787109375,25.55886833823519
2017-03-14,32809.25390625,24506.55078125,25.30597967489403
2017-03-15,32840.98828125,24536.931640625,25.285647829806813
2017-03-16,33190.02734375,24764.8359375,25.38470763820128
2017-03-17,33634.26171875,25053.505859375,25.511949485103486
